id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo		Matrículas no  ET profissionalizante: 
682	682	Região Administrativa de Registro		Matrículas no  ET profissionalizante: 
683	683	Região Administrativa de Santos		Matrículas no  ET profissionalizante: 
684	684	Região Administrativa de São José dos Campos		Matrículas no  ET profissionalizante: 
685	685	Região Administrativa de Sorocaba		Matrículas no  ET profissionalizante: 
686	686	Região Administrativa de Campinas		Matrículas no  ET profissionalizante: 
687	687	Região Administrativa de Ribeirão Preto		Matrículas no  ET profissionalizante: 
688	688	Região Administrativa de Bauru		Matrículas no  ET profissionalizante: 
689	689	Região Administrativa de São José do Rio Preto		Matrículas no  ET profissionalizante: 
690	690	Região Administrativa de Araçatuba		Matrículas no  ET profissionalizante: 
691	691	Região Administrativa de Presidente Prudente		Matrículas no  ET profissionalizante: 
692	692	Região Administrativa de Marília		Matrículas no  ET profissionalizante: 
693	693	Região Administrativa Central		Matrículas no  ET profissionalizante: 
694	694	Região Administrativa de Barretos		Matrículas no  ET profissionalizante: 
695	695	Região Administrativa de Franca		Matrículas no  ET profissionalizante: 
