id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	0.4	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,4
682	682	Região Administrativa de Registro	0.9	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,9
683	683	Região Administrativa de Santos	0.3	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,3
684	684	Região Administrativa de São José dos Campos	0.2	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,2
685	685	Região Administrativa de Sorocaba	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
686	686	Região Administrativa de Campinas	0.3	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,3
687	687	Região Administrativa de Ribeirão Preto	0.6	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,6
688	688	Região Administrativa de Bauru	0.4	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,4
689	689	Região Administrativa de São José do Rio Preto	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
690	690	Região Administrativa de Araçatuba	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
691	691	Região Administrativa de Presidente Prudente	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
692	692	Região Administrativa de Marília	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
693	693	Região Administrativa Central	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
694	694	Região Administrativa de Barretos	-	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: -
695	695	Região Administrativa de Franca	0.1	Taxa de Abandono 1ª a 4ª Séries – Rede Estadual: 0,1
