id	ibge	localidade	valor	label
1	3500105	Adamantina	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
2	3500204	Adolfo	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
3	3500303	Aguaí	3.7	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,7
4	3500402	Águas da Prata	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
5	3500501	Águas de Lindóia	0.6	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,6
6	3500600	Águas de São Pedro	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
7	3500709	Agudos	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
8	3500808	Alfredo Marcondes	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
9	3500907	Altair	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
10	3501004	Altinópolis	3.0	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,0
11	3501103	Alto Alegre	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
12	3501202	Álvares Florence	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
13	3501301	Álvares Machado	0.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,5
14	3501400	Álvaro de Carvalho	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
15	3501509	Alvinlândia	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
16	3501608	Americana	1.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,5
17	3501707	Américo Brasiliense	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
18	3501806	Américo de Campos	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
19	3501905	Amparo	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
20	3502002	Analândia	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
21	3502101	Andradina	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
22	3502200	Angatuba	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
23	3502309	Anhembi	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
24	3502408	Anhumas	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
25	3502507	Aparecida	0.9	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,9
26	3502606	Aparecida d'Oeste	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
27	3502705	Apiaí	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
28	3502804	Araçatuba	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
29	3502903	Araçoiaba da Serra	0.6	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,6
30	3503000	Aramina	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
31	3503109	Arandu	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
32	3503208	Araraquara	0.8	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,8
33	3503307	Araras	3.1	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,1
34	3503406	Arealva	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
35	3503505	Areias	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
36	3503604	Areiópolis	4.3	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 4,3
37	3503703	Ariranha	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
38	3503802	Artur Nogueira	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
39	3503901	Arujá	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
40	3504008	Assis	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
41	3504107	Atibaia	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
42	3504206	Auriflama	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
43	3504305	Avaí	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
44	3504404	Avanhandava	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
45	3504503	Avaré	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
46	3504602	Bady Bassitt	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
47	3504701	Balbinos	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
48	3504800	Bálsamo	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
49	3504909	Bananal	0.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,5
50	3505005	Barão de Antonina	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
51	3505104	Barbosa	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
52	3505203	Bariri	0.2	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,2
53	3505302	Barra Bonita	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
54	3505401	Barra do Turvo	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
55	3505500	Barretos	0.1	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,1
56	3505609	Barrinha	0.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,5
57	3505708	Barueri	1.7	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,7
58	3505807	Bastos	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
59	3505906	Batatais	0.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,5
60	3506003	Bauru	1.2	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,2
61	3506102	Bebedouro	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
62	3506201	Bento de Abreu	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
63	3506300	Bernardino de Campos	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
64	3506409	Bilac	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
65	3506508	Birigui	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
66	3506607	Biritiba Mirim	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
67	3506706	Boa Esperança do Sul	0.3	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,3
68	3506805	Bocaina	-	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: -
69	3506904	Bofete	3.9	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,9
